,userId,date,endInput,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,pmFatigue,caffeine,cAmount(ml),alcohol,aAmount(ml),startDt,endDt,lastUpdate,wakeupduration,lightsleepduration,deepsleepduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,hr_average,hr_min,hr_max,rr_average,rr_min,rr_max,breathing_disturbances_intensity,snoring,snoringepisodecount,sleep_score
0,user02,2020-08-31,2020-09-01 7:18,3.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,coffee,1000.0,soju&beer,500.0,2020-09-01 00:39:00+09:00,2020-09-01 07:11:00+09:00,2020-09-01 09:14:10+09:00,1440,7500,7320,0,1440,7260,0,71,55,84,18,13,24,13,300,1,70
1,user02,2020-09-01,2020-09-02 7:40,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,coffee,1000.0,,-1.0,2020-09-02 00:32:00+09:00,2020-09-02 07:43:00+09:00,2020-09-02 12:02:06+09:00,1380,8640,8820,1,840,7020,0,63,56,79,17,11,24,12,0,0,87
2,user02,2020-09-02,2020-09-03 7:35,4.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,coffee,500.0,,-1.0,2020-09-02 22:58:00+09:00,2020-09-03 07:35:00+09:00,2020-09-03 09:38:10+09:00,7920,10320,7440,0,7920,5340,0,66,53,87,16,8,24,13,1020,3,75
3,user02,2020-09-03,2020-09-04 7:35,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,coffee,500.0,,-1.0,2020-09-04 02:02:00+09:00,2020-09-04 07:35:00+09:00,2020-09-04 09:38:12+09:00,1080,4740,8400,0,1080,5760,0,64,57,80,17,12,26,12,720,3,55
4,user02,2020-09-04,2020-09-05 10:37,4.0,0.0,4.0,3.0,3.0,4.0,2.0,2.0,coffee,1000.0,,-1.0,2020-09-04 23:42:00+09:00,2020-09-05 10:37:00+09:00,2020-09-05 11:56:07+09:00,3840,11400,12240,0,2700,11820,1140,64,51,84,17,11,23,13,1200,2,83
5,user02,2020-09-05,2020-09-06 11:15,5.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,coffee,500.0,,-1.0,2020-09-05 23:14:00+09:00,2020-09-06 11:16:00+09:00,2020-09-06 11:23:08+09:00,12840,15060,5940,1,12360,9480,0,62,46,75,17,9,22,12,0,0,86
6,user02,2020-09-06,2020-09-07 8:14,4.0,1.0,4.0,2.0,3.0,4.0,5.0,4.0,,-1.0,,-1.0,2020-09-07 01:54:00+09:00,2020-09-07 08:16:00+09:00,2020-09-07 12:02:38+09:00,1440,12360,4440,1,960,4680,0,65,56,75,17,9,22,16,0,0,56
7,user02,2020-09-07,2020-09-08 7:58,2.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,coffee,500.0,,-1.0,2020-09-07 22:59:00+09:00,2020-09-08 07:58:00+09:00,2020-09-08 10:01:08+09:00,7740,5040,9120,3,5100,10260,0,68,52,79,16,8,24,15,3540,7,68
8,user02,2020-09-08,2020-09-09 7:55,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,coffee,500.0,,-1.0,2020-09-09 01:10:00+09:00,2020-09-09 07:57:00+09:00,2020-09-09 10:00:11+09:00,4620,5100,10200,1,2400,4500,1440,67,54,75,17,14,24,11,1320,5,40
9,user02,2020-09-09,2020-09-10 7:36,4.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,coffee,1500.0,,-1.0,2020-09-10 01:02:00+09:00,2020-09-10 07:35:00+09:00,2020-09-10 09:38:12+09:00,2400,6420,7860,0,2400,6900,0,65,58,76,17,13,21,12,5340,6,54
