,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount,date_m,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index
0,8,2018-10-31 19:54,4.0,2.0,2.0,4.0,2.0,3.0,4.0,,,coke,1.0,,,2018-10-31,2.0,2018-11-01 7:41,2.0,4.0,2.0,2.0,,2018-11-01,2018-11-01 0:45,2018-11-01 7:25,Fitbit,89.380531,18180,20340,,,,,,
0,8,2018-11-01 20:27,3.0,3.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-01,1.0,2018-11-02 8:08,1.0,4.0,2.0,3.0,,2018-11-02,2018-11-02 3:19,2018-11-02 7:35,Fitbit,88.08933,10650,12090,,,,,,
0,8,2018-11-02 23:41,5.0,3.0,2.0,3.0,2.0,3.0,3.0,coffee,1.0,,,wine,1.0,2018-11-02,2.0,2018-11-03 10:46,2.0,4.0,2.0,4.0,,2018-11-03,2018-11-03 1:04,2018-11-03 8:26,Fitbit,92.9025424,26310,28320,,,,,,
0,8,2018-11-04 0:31,4.0,4.0,1.0,3.0,3.0,3.0,3.0,,,coffee,2.0,,,2018-11-04,2.0,2018-11-05 7:42,6.0,4.0,2.0,3.0,,2018-11-05,2018-11-05 0:23,2018-11-05 7:26,Fitbit,89.0470975,24390,27390,,,,,,
0,8,2018-11-05 20:48,4.0,2.0,2.0,3.0,3.0,3.0,4.0,coffee,2.0,,,beer,1.0,2018-11-05,3.0,2018-11-06 8:11,6.0,4.0,2.0,3.0,,2018-11-06,2018-11-06 0:47,2018-11-06 7:56,Fitbit,90.3266332,21570,23880,,,,,,
0,8,2018-11-06 21:07,3.0,2.0,2.0,2.0,3.0,2.0,4.0,,,coffee,1.0,,,2018-11-06,2.0,2018-11-07 21:39,0.0,4.0,2.0,3.0,,2018-11-07,2018-11-07 0:39,2018-11-07 7:52,Fitbit,87.1007371,21270,24420,,,,,,
0,8,2018-11-07 21:39,3.0,3.0,2.0,2.0,3.0,3.0,4.0,coffee,1.0,,,,,2018-11-07,2.0,2018-11-08 8:05,0.0,3.0,2.0,3.0,,2018-11-08,2018-11-07 23:09,2018-11-08 7:27,Fitbit,84.4110855,21930,25980,,,,,,
0,8,2018-11-08 20:27,1.0,1.0,1.0,4.0,2.0,2.0,4.0,,,,,,,2018-11-08,1.0,2018-11-09 7:36,2.0,4.0,2.0,3.0,,2018-11-09,2018-11-08 22:18,2018-11-09 6:00,Fitbit,90.2414487,26910,29820,,,,,,
0,8,2018-11-09 21:33,4.0,3.0,2.0,4.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-09,1.0,2018-11-10 10:39,2.0,4.0,2.0,3.0,2.0,2018-11-10,2018-11-10 4:04,2018-11-10 9:54,Fitbit,84.5597105,21030,24870,,,,,,
0,8,2018-11-10 22:37,4.0,4.0,2.0,2.0,2.0,3.0,4.0,coffee,1.0,,,,,2018-11-10,1.0,2018-11-11 9:37,1.0,4.0,2.0,3.0,,2018-11-11,2018-11-11 1:29,2018-11-11 8:41,Fitbit,89.5652174,24720,27600,,,,,,
0,8,2018-11-11 21:12,4.0,3.0,2.0,2.0,3.0,3.0,4.0,,,coffee,2.0,,,2018-11-11,3.0,2018-11-12 21:51,2.0,3.0,3.0,3.0,,2018-11-12,2018-11-11 23:33,2018-11-12 8:06,Fitbit,92.1568627,29610,32130,,,,,,
