,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount,date_m,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index
0,5,2018-10-30 18:17,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,coffee,1.0,,,2018-10-30,4.0,2018-10-31 8:17,3.0,4.0,4.0,3.0,,2018-10-31,2018-10-31 0:23,2018-10-31 6:43,Fitbit,90.726817,21720,23940,,,,,,
0,5,2018-10-31 21:04,2.0,1.0,1.0,3.0,4.0,4.0,4.0,coffee,1.0,,,,,2018-10-31,4.0,2018-11-01 7:20,0.0,4.0,2.0,3.0,,2018-11-01,2018-10-31 23:56,2018-11-01 5:26,Fitbit,85.2941176,16530,19380,,,,,,
0,5,2018-11-01 21:14,4.0,4.0,2.0,3.0,2.0,3.0,4.0,,,coffee,1.0,,,2018-11-01,3.0,2018-11-02 6:44,0.0,4.0,2.0,3.0,,2018-11-02,2018-11-01 22:58,2018-11-02 4:05,Fitbit,84.0310078,16260,19350,,,,,,
0,5,2018-11-02 21:20,4.0,3.0,2.0,3.0,2.0,3.0,4.0,coffee,1.0,,,,,2018-11-02,4.0,2018-11-03 7:20,0.0,4.0,4.0,3.0,,2018-11-03,2018-11-03 4:36,2018-11-03 4:53,Fitbit,91.7431193,6000,6540,,,,,,
0,5,2018-11-03 20:28,3.0,1.0,2.0,2.0,3.0,4.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-03,3.0,2018-11-04 7:08,0.0,4.0,2.0,2.0,2.0,2018-11-04,2018-11-04 1:27,2018-11-04 5:38,Fitbit,83.0339321,12480,15030,,,,,,
0,5,2018-11-04 20:53,4.0,2.0,2.0,3.0,1.0,4.0,3.0,coffee,1.0,coffee,2.0,,,2018-11-04,4.0,2018-11-05 7:48,0.0,4.0,4.0,2.0,3.0,2018-11-05,2018-11-04 23:50,2018-11-05 5:57,Fitbit,90.5660377,21600,23850,,,,,,
0,5,2018-11-06 20:37,4.0,2.0,2.0,3.0,1.0,4.0,3.0,coffee,1.0,coffee,2.0,,,2018-11-06,3.0,2018-11-07 7:38,3.0,4.0,2.0,2.0,3.0,2018-11-07,2018-11-06 23:47,2018-11-07 4:24,Fitbit,92.9310345,16170,17400,,,,,,
0,5,2018-11-07 20:26,4.0,3.0,2.0,3.0,3.0,1.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-07,2.0,2018-11-08 8:30,2.0,1.0,2.0,1.0,2.0,2018-11-08,2018-11-07 22:11,2018-11-08 7:27,Fitbit,84.9326599,30270,35640,,,,,,
0,5,2018-11-08 20:42,3.0,4.0,2.0,3.0,3.0,2.0,3.0,,,coffee,1.0,,,2018-11-08,4.0,2018-11-09 8:21,0.0,4.0,4.0,4.0,,2018-11-09,2018-11-08 23:35,2018-11-09 5:30,Fitbit,89.6694215,19530,21780,,,,,,
0,5,2018-11-09 21:10,4.0,3.0,2.0,3.0,1.0,3.0,4.0,,,coffee,1.0,,,2018-11-09,4.0,2018-11-10 7:28,3.0,4.0,4.0,3.0,,2018-11-10,2018-11-10 0:55,2018-11-10 6:55,Fitbit,86.9220608,19740,22710,,,,,,
0,5,2018-11-10 20:43,4.0,4.0,2.0,3.0,1.0,4.0,3.0,,,coffee,1.0,beer,1.0,2018-11-10,3.0,2018-11-11 8:23,3.0,1.0,3.0,3.0,,2018-11-11,2018-11-10 23:39,2018-11-11 15:13,Fitbit,90.3198653,32190,35640,,,,,,
0,5,2018-11-11 20:40,4.0,3.0,2.0,3.0,3.0,4.0,2.0,,,coffee,1.0,,,2018-11-11,2.0,2018-11-12 7:27,3.0,4.0,2.0,2.0,,2018-11-12,2018-11-12 1:55,2018-11-12 6:15,Fitbit,85.4779412,13950,16320,,,,,,
0,5,2018-11-12 22:11,2.0,1.0,2.0,3.0,1.0,4.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-12,4.0,2018-11-13 7:41,3.0,4.0,2.0,3.0,2.0,2018-11-13,2018-11-12 23:23,2018-11-13 7:05,Fitbit,78.5935884,22800,29010,,,,,,
